,0
20828,11
20829,13
20830,19
20831,24
20832,11
20833,21
20834,12
20835,14
20836,25
20837,11
20838,16
20839,11
20840,25
20841,11
20842,23
20843,22
20844,25
20845,12
20846,22
20847,22
20848,15
20849,15
20850,16
20851,23
20852,19
20853,21
20854,16
20855,24
20856,15
20857,11
20858,24
20859,14
20860,15
20861,18
20862,15
20863,24
20864,14
20865,16
20866,12
20867,21
20868,18
20869,11
20870,12
20871,17
20872,11
20873,14
20874,17
20875,24
20876,11
20877,11
20878,24
20879,13
20880,14
20881,25
20882,12
20883,13
20884,21
20885,21
20886,21
20887,18
20888,23
20889,10
20890,18
20891,20
20892,15
20893,19
20894,22
20895,12
20896,10
20897,15
20898,17
20899,21
20900,22
20901,11
20902,12
20903,22
20904,17
20905,11
20906,21
20907,15
20908,16
20909,20
20910,15
20911,14
20912,18
20913,23
20914,14
20915,20
20916,20
20917,19
20918,21
20919,16
20920,21
20921,12
20922,17
20923,18
20924,24
20925,25
20926,20
20927,16
20928,20
20929,12
20930,14
20931,15
20932,24
20933,14
20934,21
20935,20
20936,22
20937,12
20938,14
20939,19
20940,25
20941,18
20942,11
20943,16
20944,10
20945,11
20946,13
20947,19
20948,24
20949,17
20950,11
20951,15
20952,15
20953,14
20954,24
20955,20
20956,25
20957,16
20958,15
20959,25
20960,19
20961,20
20962,23
20963,13
20964,15
20965,10
20966,11
20967,11
20968,11
20969,13
20970,18
20971,13
20972,12
20973,22
20974,23
20975,25
20976,19
20977,20
20978,14
20979,18
20980,15
20981,24
20982,24
20983,18
20984,24
20985,15
20986,11
20987,17
20988,19
20989,25
20990,21
20991,21
20992,11
20993,20
20994,10
20995,14
20996,19
20997,24
20998,19
20999,14
21000,11
21001,21
21002,21
21003,17
21004,22
21005,24
21006,14
21007,25
21008,21
21009,10
21010,24
21011,24
21012,13
21013,17
21014,20
21015,17
21016,24
21017,12
21018,11
21019,16
21020,18
21021,13
21022,25
21023,12
21024,11
21025,14
21026,16
21027,11
21028,19
21029,16
21030,16
21031,22
21032,11
21033,23
21034,17
21035,13
21036,22
21037,10
21038,11
21039,25
21040,18
21041,11
21042,24
21043,23
21044,22
21045,25
21046,12
21047,17
21048,23
21049,11
21050,14
21051,15
21052,14
21053,15
21054,10
21055,20
21056,10
21057,13
21058,22
21059,23
21060,11
21061,14
21062,15
21063,12
21064,12
21065,19
21066,13
21067,22
21068,23
21069,16
21070,22
21071,21
21072,11
21073,15
21074,13
21075,22
21076,14
21077,18
21078,18
21079,23
21080,16
21081,21
21082,25
21083,22
21084,10
21085,18
21086,17
21087,23
21088,11
21089,22
21090,25
21091,22
21092,20
21093,11
21094,21
21095,23
21096,20
21097,19
21098,20
21099,11
21100,14
21101,21
21102,10
21103,20
21104,13
21105,18
21106,16
21107,18
21108,11
21109,11
21110,10
21111,20
21112,10
21113,13
21114,10
21115,21
21116,21
21117,10
21118,23
21119,11
21120,15
21121,19
21122,18
21123,19
21124,20
21125,13
21126,11
21127,25
21128,24
21129,16
21130,20
21131,15
21132,11
21133,20
21134,25
21135,22
21136,22
21137,13
21138,21
21139,14
21140,25
21141,25
21142,11
21143,13
21144,21
21145,21
21146,20
21147,14
21148,11
21149,16
21150,13
21151,20
21152,10
21153,24
21154,13
21155,18
21156,11
21157,20
21158,14
21159,16
21160,22
21161,10
21162,21
21163,14
21164,21
21165,17
21166,24
21167,13
21168,10
21169,20
21170,11
21171,19
21172,14
21173,19
21174,24
21175,19
21176,24
21177,22
21178,10
21179,21
21180,17
21181,23
21182,12
21183,13
21184,15
21185,24
21186,21
21187,11
21188,23
21189,10
21190,25
21191,24
21192,22
21193,12
21194,19
21195,14
21196,16
21197,19
21198,10
21199,23
21200,19
21201,10
21202,23
21203,13
21204,17
21205,18
21206,13
21207,20
21208,10
21209,11
21210,12
21211,14
21212,21
21213,16
21214,12
21215,14
21216,20
21217,18
21218,24
21219,20
21220,16
21221,17
21222,25
21223,11
21224,14
21225,20
21226,18
21227,16
21228,24
21229,19
21230,12
21231,15
21232,20
21233,23
21234,10
21235,22
21236,16
21237,11
21238,23
21239,15
21240,20
21241,22
21242,18
21243,14
21244,16
21245,20
21246,24
21247,14
21248,18
21249,24
21250,24
21251,20
21252,10
21253,13
21254,20
21255,10
21256,10
21257,16
21258,10
21259,15
21260,25
21261,12
21262,21
21263,21
21264,17
21265,15
21266,24
21267,20
21268,21
21269,17
21270,10
21271,17
21272,24
21273,25
21274,19
21275,24
21276,12
21277,14
21278,14
21279,19
21280,14
21281,21
21282,22
21283,18
21284,18
21285,25
21286,13
21287,15
21288,20
21289,18
21290,19
21291,21
21292,13
21293,12
21294,19
21295,13
21296,21
21297,25
21298,12
21299,18
21300,13
21301,21
21302,16
21303,12
21304,22
21305,24
21306,10
21307,15
21308,11
21309,11
21310,14
21311,18
21312,10
21313,14
21314,17
21315,25
21316,15
21317,12
21318,11
21319,18
21320,19
21321,14
21322,18
21323,20
21324,21
21325,19
21326,15
21327,15
21328,10
21329,10
21330,11
21331,18
21332,20
21333,15
21334,12
21335,25
21336,17
21337,18
21338,14
21339,13
21340,19
21341,11
21342,12
21343,14
21344,15
21345,17
21346,22
21347,16
21348,20
21349,10
21350,21
21351,18
21352,22
21353,21
21354,12
21355,14
21356,17
21357,21
21358,25
21359,21
21360,18
21361,20
21362,21
21363,10
21364,19
21365,21
21366,14
21367,22
21368,15
21369,25
21370,16
21371,10
21372,19
21373,14
21374,14
21375,17
21376,11
21377,22
21378,20
21379,12
21380,12
21381,20
21382,23
21383,23
21384,24
21385,10
21386,23
21387,20
21388,11
21389,17
21390,17
21391,17
21392,10
21393,21
21394,25
21395,24
21396,11
21397,14
21398,15
21399,13
21400,14
21401,10
21402,24
21403,19
21404,20
21405,10
21406,16
21407,25
21408,20
21409,23
21410,19
21411,17
21412,17
21413,18
21414,25
21415,10
21416,10
21417,17
21418,21
21419,22
21420,19
21421,22
21422,15
21423,21
21424,15
21425,25
21426,25
21427,12
21428,11
21429,11
21430,16
21431,21
21432,15
21433,24
21434,20
21435,20
21436,20
21437,21
21438,19
21439,17
21440,17
21441,10
21442,10
21443,10
21444,21
21445,24
21446,24
21447,15
21448,19
21449,17
21450,25
21451,12
21452,21
21453,14
21454,21
21455,17
21456,22
21457,14
21458,22
21459,23
21460,17
21461,24
21462,19
21463,17
21464,12
21465,24
21466,21
21467,19
21468,23
21469,21
21470,24
21471,17
21472,18
21473,17
21474,21
21475,17
21476,19
21477,19
21478,16
21479,25
21480,21
21481,18
21482,24
21483,22
21484,22
21485,17
21486,10
21487,19
21488,14
21489,13
21490,23
21491,24
21492,24
21493,24
21494,21
21495,23
21496,25
21497,15
21498,15
21499,14
21500,24
21501,15
21502,21
21503,16
21504,16
21505,17
21506,10
21507,25
21508,24
21509,12
21510,14
21511,22
21512,23
21513,18
21514,22
21515,24
21516,10
21517,14
21518,21
21519,24
21520,13
21521,12
21522,14
21523,19
21524,19
21525,21
21526,24
21527,12
21528,25
21529,13
21530,13
21531,15
21532,22
21533,14
21534,23
21535,18
21536,21
21537,24
21538,15
21539,19
21540,23
21541,23
21542,18
21543,18
21544,11
21545,18
21546,10
21547,23
21548,16
21549,23
21550,18
21551,23
21552,21
21553,12
21554,21
21555,12
21556,21
21557,12
21558,23
21559,10
21560,10
21561,17
21562,25
21563,24
21564,17
21565,24
21566,25
21567,12
21568,19
21569,19
21570,14
21571,13
21572,22
21573,13
21574,20
21575,18
21576,15
21577,18
21578,11
21579,23
21580,10
21581,25
21582,11
21583,13
21584,10
21585,12
21586,24
21587,14
21588,13
21589,13
21590,24
21591,25
21592,14
21593,16
21594,21
21595,19
21596,16
21597,20
21598,23
21599,12
21600,17
21601,14
21602,16
21603,20
21604,10
21605,20
21606,14
21607,24
21608,16
21609,19
21610,22
21611,20
21612,19
21613,10
21614,15
21615,21
21616,16
21617,24
21618,23
21619,17
21620,18
21621,23
21622,13
21623,13
21624,13
21625,17
21626,24
21627,19
21628,18
21629,23
21630,14
21631,13
21632,22
21633,10
21634,23
21635,10
21636,16
21637,16
21638,21
21639,14
21640,10
21641,19
21642,22
21643,19
21644,21
21645,19
21646,11
21647,18
21648,12
21649,16
21650,22
21651,17
21652,16
21653,23
21654,16
21655,25
21656,19
21657,16
21658,13
21659,24
21660,12
21661,25
21662,10
21663,13
21664,11
21665,12
21666,10
21667,25
21668,19
21669,23
21670,25
21671,13
21672,19
21673,17
21674,19
21675,10
21676,21
21677,24
21678,23
21679,12
21680,18
21681,15
21682,20
21683,12
21684,18
21685,15
21686,15
21687,25
21688,15
21689,16
21690,20
21691,15
21692,17
21693,14
21694,15
21695,23
21696,24
21697,24
21698,10
21699,22
21700,19
21701,13
21702,11
21703,11
21704,17
21705,21
21706,14
21707,21
21708,14
21709,22
21710,20
21711,25
21712,16
21713,13
21714,18
21715,13
21716,18
21717,23
21718,22
21719,25
21720,22
21721,12
21722,21
21723,15
21724,16
21725,21
21726,19
21727,20
21728,10
21729,17
21730,10
21731,21
21732,25
21733,15
21734,12
21735,19
21736,10
21737,18
21738,10
21739,22
21740,14
21741,11
21742,22
21743,14
21744,14
21745,22
21746,10
21747,11
21748,11
21749,20
21750,19
21751,11
21752,11
21753,18
21754,23
21755,19
21756,21
21757,12
21758,16
21759,10
21760,13
21761,10
21762,12
21763,13
21764,12
21765,19
21766,22
21767,23
21768,12
21769,12
21770,11
21771,15
21772,13
21773,21
21774,20
21775,15
21776,21
21777,21
21778,20
21779,10
21780,20
21781,20
21782,12
21783,12
21784,14
21785,19
21786,23
21787,17
21788,17
21789,10
21790,19
21791,20
21792,22
21793,12
21794,15
21795,14
21796,13
21797,18
21798,25
21799,10
21800,20
21801,10
21802,18
21803,19
21804,15
21805,19
21806,15
21807,23
21808,23
21809,19
21810,12
21811,11
21812,21
21813,14
21814,22
21815,18
21816,12
21817,25
21818,13
21819,16
21820,14
21821,19
21822,16
21823,13
21824,18
21825,12
21826,23
21827,25
21828,24
21829,19
21830,22
21831,17
21832,13
21833,23
21834,17
21835,20
21836,17
21837,19
21838,13
21839,14
21840,21
21841,24
21842,18
21843,18
21844,18
21845,24
21846,23
21847,21
21848,19
21849,20
21850,21
21851,23
21852,20
21853,18
21854,22
21855,13
21856,24
21857,14
21858,24
21859,16
21860,13
21861,17
21862,10
21863,19
21864,21
21865,14
21866,25
21867,20
21868,16
21869,17
21870,16
21871,11
21872,16
21873,17
21874,11
21875,16
21876,24
21877,10
21878,18
21879,12
21880,22
21881,18
21882,12
21883,10
21884,19
21885,19
21886,21
21887,15
21888,13
21889,19
21890,13
21891,20
21892,18
21893,16
21894,15
21895,21
21896,25
21897,22
21898,20
21899,23
21900,18
21901,11
21902,17
21903,25
21904,17
21905,14
21906,11
21907,14
21908,18
21909,18
21910,16
21911,10
21912,13
21913,21
21914,20
21915,17
21916,12
21917,18
21918,10
21919,15
21920,20
21921,16
21922,19
21923,17
21924,23
21925,21
21926,13
21927,11
21928,12
21929,23
21930,21
21931,18
21932,16
21933,25
21934,25
21935,21
21936,23
21937,15
21938,13
21939,15
21940,11
21941,10
21942,24
21943,16
21944,15
21945,20
21946,19
21947,14
21948,19
21949,12
21950,22
21951,10
21952,21
21953,15
21954,15
21955,13
21956,20
21957,13
21958,15
21959,21
21960,24
21961,24
21962,19
21963,20
21964,10
21965,15
21966,17
21967,22
21968,23
21969,14
21970,15
21971,12
21972,13
21973,25
21974,25
21975,23
21976,12
21977,19
21978,24
21979,23
21980,12
21981,22
21982,15
21983,24
21984,14
21985,17
21986,18
21987,14
21988,18
21989,16
21990,19
21991,21
21992,25
21993,13
21994,16
21995,14
21996,23
21997,12
21998,18
21999,10
22000,10
22001,18
22002,16
22003,14
22004,25
22005,12
22006,13
22007,25
22008,10
22009,19
22010,13
22011,11
22012,11
22013,20
22014,24
22015,18
22016,14
22017,22
22018,19
22019,21
22020,22
22021,16
22022,16
22023,10
22024,14
22025,10
22026,24
22027,18
22028,12
22029,22
22030,25
22031,18
22032,23
22033,22
22034,17
22035,10
22036,25
22037,19
22038,23
22039,25
22040,13
22041,17
22042,19
22043,25
22044,25
22045,21
22046,20
22047,11
22048,12
22049,22
22050,17
22051,19
22052,11
22053,13
22054,10
22055,19
22056,15
22057,14
22058,15
22059,17
22060,19
22061,11
22062,11
22063,18
22064,23
22065,23
22066,16
22067,19
22068,22
22069,20
22070,11
22071,15
22072,22
22073,22
22074,16
22075,13
22076,18
22077,25
22078,15
22079,18
22080,22
22081,11
22082,23
22083,21
22084,15
22085,16
22086,13
22087,22
22088,14
22089,17
22090,24
22091,13
22092,25
22093,22
22094,23
22095,21
22096,17
22097,11
22098,25
22099,21
22100,25
22101,16
22102,11
22103,22
22104,15
22105,17
22106,23
22107,12
22108,20
22109,17
22110,23
22111,21
22112,15
22113,15
22114,12
22115,20
22116,21
22117,16
22118,12
22119,10
22120,16
22121,25
22122,25
22123,19
22124,11
22125,12
22126,14
22127,15
22128,20
22129,22
22130,21
22131,17
22132,13
22133,12
22134,18
22135,17
22136,15
22137,23
22138,10
22139,20
22140,15
22141,15
22142,24
22143,13
22144,19
22145,25
22146,13
22147,19
22148,14
22149,10
22150,21
22151,10
22152,20
22153,19
22154,12
22155,22
22156,10
22157,16
22158,22
22159,19
22160,22
22161,11
22162,18
22163,14
22164,15
22165,15
22166,24
22167,11
22168,10
22169,24
22170,14
22171,17
22172,11
22173,21
22174,15
22175,10
22176,21
22177,24
22178,15
22179,25
22180,11
22181,21
22182,20
22183,11
22184,15
22185,14
22186,13
22187,25
22188,23
22189,14
22190,23
22191,14
22192,17
22193,13
22194,15
22195,22
22196,23
22197,17
22198,16
22199,25
22200,10
22201,24
22202,19
22203,23
22204,10
22205,25
22206,23
22207,12
22208,22
22209,11
22210,12
22211,13
22212,23
22213,22
22214,17
22215,16
22216,24
22217,10
22218,25
22219,18
22220,11
22221,25
22222,18
22223,18
22224,17
22225,24
22226,17
22227,18
22228,20
22229,25
22230,12
22231,23
22232,17
22233,13
22234,25
22235,20
22236,12
22237,22
22238,10
22239,16
22240,14
22241,23
22242,10
22243,24
22244,23
22245,19
22246,23
22247,16
22248,24
22249,10
22250,23
22251,20
22252,13
22253,19
22254,13
22255,19
22256,13
22257,25
22258,19
22259,15
22260,23
22261,22
22262,11
22263,24
22264,25
22265,10
22266,14
22267,14
22268,21
22269,25
22270,21
22271,17
22272,20
22273,13
22274,17
22275,12
22276,23
22277,11
22278,21
22279,19
22280,25
22281,24
22282,20
22283,17
22284,11
22285,22
22286,16
22287,23
22288,22
22289,17
22290,19
22291,24
22292,12
22293,23
22294,22
22295,25
22296,13
22297,16
22298,19
22299,21
22300,15
22301,22
22302,19
22303,18
22304,14
22305,21
22306,15
22307,10
22308,13
22309,24
22310,24
22311,13
22312,23
22313,10
22314,14
22315,11
22316,17
22317,20
22318,24
22319,21
22320,16
22321,10
22322,15
22323,18
22324,17
22325,15
22326,24
22327,24
22328,20
22329,21
22330,20
22331,12
22332,22
22333,10
22334,13
22335,22
22336,22
22337,10
22338,24
22339,18
22340,11
22341,14
22342,12
22343,10
22344,13
22345,24
22346,21
22347,25
22348,13
22349,25
22350,24
22351,15
22352,20
22353,15
22354,24
22355,19
22356,15
22357,13
22358,11
22359,17
22360,22
22361,16
22362,14
22363,20
22364,25
22365,15
22366,12
22367,16
22368,24
22369,14
22370,17
22371,18
22372,19
22373,21
22374,23
22375,10
22376,11
22377,18
22378,13
22379,20
22380,19
22381,14
22382,19
22383,10
22384,19
22385,12
22386,24
22387,18
22388,18
22389,22
22390,16
22391,10
22392,20
22393,21
22394,17
22395,20
22396,12
22397,18
22398,15
22399,18
22400,13
22401,15
22402,23
22403,25
22404,13
22405,23
22406,18
22407,23
22408,13
22409,14
22410,11
22411,22
22412,13
22413,11
22414,19
22415,12
22416,21
22417,14
22418,17
22419,25
22420,15
22421,12
22422,18
22423,23
22424,11
22425,14
22426,19
22427,21
22428,18
22429,25
22430,13
22431,21
22432,13
22433,23
22434,19
22435,12
22436,11
22437,18
22438,22
22439,14
22440,18
22441,22
22442,17
22443,23
22444,16
22445,12
22446,10
22447,11
22448,24
22449,10
22450,25
22451,17
22452,10
22453,18
22454,20
22455,12
22456,10
22457,13
22458,23
22459,13
22460,19
22461,25
22462,15
22463,22
22464,25
22465,23
22466,14
22467,13
22468,23
22469,17
22470,17
22471,21
22472,13
22473,13
22474,19
22475,23
22476,16
22477,19
22478,17
22479,11
22480,18
22481,10
22482,13
22483,13
22484,18
22485,12
22486,20
22487,21
22488,16
22489,11
22490,25
22491,10
22492,20
22493,17
22494,16
22495,19
22496,17
22497,17
22498,16
22499,23
22500,25
22501,24
22502,21
22503,18
22504,19
22505,15
22506,18
22507,23
22508,11
22509,17
22510,24
22511,18
22512,10
22513,20
22514,21
22515,23
22516,13
22517,13
22518,25
22519,16
22520,19
22521,21
22522,22
22523,17
22524,18
22525,16
22526,18
22527,12
22528,16
22529,10
22530,24
22531,11
22532,10
22533,25
22534,19
22535,11
22536,25
22537,18
22538,20
22539,15
22540,25
22541,22
22542,17
22543,23
22544,15
22545,18
22546,11
22547,25
22548,16
22549,25
22550,22
22551,21
22552,21
22553,12
22554,25
22555,14
22556,10
22557,20
22558,11
22559,13
22560,16
22561,17
22562,14
22563,14
22564,21
22565,19
22566,16
22567,13
22568,19
22569,17
22570,22
22571,17
22572,10
22573,23
22574,16
22575,17
22576,15
22577,24
22578,18
22579,11
22580,23
22581,20
22582,23
22583,11
22584,19
22585,18
22586,14
22587,13
22588,25
22589,22
22590,25
22591,24
22592,11
22593,21
22594,13
22595,16
22596,17
22597,19
22598,15
22599,23
22600,21
22601,23
22602,22
22603,12
22604,18
22605,11
22606,25
22607,10
22608,18
22609,12
22610,22
22611,10
22612,16
22613,18
22614,19
22615,22
22616,12
22617,13
22618,15
22619,23
22620,17
22621,19
22622,22
22623,15
22624,22
22625,21
22626,15
22627,14
22628,22
22629,25
22630,12
22631,18
22632,13
22633,17
22634,12
22635,15
22636,13
22637,16
22638,12
22639,10
22640,18
22641,12
22642,18
22643,15
22644,19
22645,17
22646,20
22647,22
22648,10
22649,21
22650,23
22651,25
22652,21
22653,17
22654,14
22655,18
22656,12
22657,11
22658,13
22659,14
22660,10
22661,18
22662,25
22663,20
22664,11
22665,23
22666,13
22667,15
22668,14
22669,11
22670,14
22671,10
22672,22
22673,13
22674,22
22675,23
22676,18
22677,23
22678,21
22679,17
22680,13
22681,12
22682,11
22683,20
22684,22
22685,23
22686,11
22687,25
22688,25
22689,23
22690,24
22691,24
22692,14
22693,20
22694,14
22695,24
22696,22
22697,21
22698,19
22699,19
22700,14
22701,25
22702,24
22703,10
22704,10
22705,11
22706,17
22707,23
22708,10
22709,25
22710,21
22711,15
22712,16
22713,15
22714,19
22715,22
22716,11
22717,15
22718,18
22719,20
22720,21
22721,15
22722,15
22723,13
22724,17
22725,16
22726,25
22727,10
22728,15
22729,21
22730,21
22731,14
22732,15
22733,21
22734,10
22735,19
22736,14
22737,13
22738,15
22739,13
22740,17
22741,12
22742,17
22743,23
22744,10
22745,17
22746,18
22747,23
22748,23
22749,18
22750,19
22751,12
22752,24
22753,14
22754,22
22755,11
22756,25
22757,19
22758,12
22759,10
22760,12
22761,19
22762,11
22763,10
22764,17
22765,13
22766,22
22767,17
22768,15
22769,19
22770,24
22771,22
22772,14
22773,14
22774,14
22775,22
22776,14
22777,17
22778,23
22779,20
22780,11
22781,24
22782,20
22783,19
22784,25
22785,18
22786,16
22787,18
22788,10
22789,22
22790,13
22791,20
22792,17
22793,13
22794,12
22795,18
22796,11
22797,25
22798,21
22799,16
22800,21
22801,15
22802,17
22803,16
22804,25
22805,16
22806,11
22807,10
22808,12
22809,25
22810,25
22811,16
22812,20
22813,13
22814,14
22815,11
22816,25
22817,23
22818,20
22819,24
22820,13
22821,25
22822,18
22823,25
22824,19
22825,23
22826,15
22827,24
22828,12
22829,12
22830,17
22831,12
22832,13
22833,18
22834,10
22835,15
22836,16
22837,19
22838,21
22839,10
22840,13
22841,11
22842,25
22843,14
22844,13
22845,18
22846,11
22847,24
22848,24
22849,16
22850,12
22851,17
22852,18
22853,15
22854,16
22855,16
22856,13
22857,12
22858,21
22859,18
22860,21
22861,16
22862,11
22863,14
22864,16
22865,20
22866,14
22867,20
22868,19
22869,23
22870,21
22871,20
22872,23
22873,20
22874,20
22875,14
22876,24
22877,18
22878,24
22879,10
22880,21
22881,13
22882,17
22883,11
22884,25
22885,18
22886,10
22887,15
22888,24
22889,13
22890,23
22891,17
22892,23
22893,11
22894,19
22895,23
22896,24
22897,24
22898,11
22899,22
22900,14
22901,22
22902,24
22903,19
22904,24
22905,18
22906,17
22907,21
22908,10
22909,23
22910,14
22911,10
22912,19
22913,17
22914,10
22915,16
22916,14
22917,17
22918,24
22919,15
22920,21
22921,25
22922,16
22923,13
22924,18
22925,14
22926,11
22927,22
22928,21
22929,12
22930,22
22931,10
22932,25
22933,11
22934,14
22935,13
22936,17
22937,22
22938,22
22939,24
22940,21
22941,18
22942,20
22943,16
22944,17
22945,11
22946,19
22947,17
22948,25
22949,14
22950,19
22951,25
22952,20
22953,15
22954,16
22955,25
22956,24
22957,19
22958,15
22959,15
22960,19
22961,25
22962,22
22963,25
22964,14
22965,22
22966,25
22967,19
22968,14
22969,22
22970,18
22971,16
22972,16
22973,17
22974,22
22975,15
22976,22
22977,22
22978,10
22979,13
22980,21
22981,13
22982,20
22983,16
22984,20
22985,11
22986,17
22987,24
22988,12
22989,12
22990,25
22991,18
22992,24
22993,18
22994,21
22995,14
22996,15
22997,25
22998,24
22999,24
23000,17
23001,12
23002,20
23003,22
23004,21
23005,15
23006,21
23007,12
23008,24
23009,12
23010,11
23011,14
23012,11
23013,18
23014,15
23015,18
23016,25
23017,15
23018,19
23019,23
23020,23
23021,17
23022,21
23023,11
23024,18
23025,20
23026,16
23027,13
23028,20
23029,19
23030,18
23031,22
23032,20
23033,14
23034,18
23035,25
23036,21
23037,15
23038,14
23039,15
23040,15
23041,21
23042,14
23043,25
23044,19
23045,17
23046,17
23047,10
23048,18
23049,15
23050,21
23051,15
23052,21
23053,17
23054,23
23055,13
23056,12
23057,24
23058,19
23059,12
23060,25
23061,23
23062,22
23063,13
23064,20
23065,18
23066,16
23067,12
23068,22
23069,11
23070,22
23071,11
23072,18
23073,12
23074,16
23075,18
23076,12
23077,23
23078,13
23079,23
23080,15
23081,15
23082,25
23083,10
23084,15
23085,18
23086,14
23087,12
23088,13
23089,20
23090,13
23091,12
23092,16
23093,15
23094,25
23095,25
23096,19
23097,10
23098,25
23099,10
23100,19
23101,24
23102,24
23103,23
23104,16
23105,23
23106,14
23107,21
23108,11
23109,10
23110,23
23111,15
23112,14
23113,13
23114,19
23115,24
23116,16
23117,20
23118,18
23119,20
23120,21
23121,22
23122,11
23123,10
23124,17
23125,13
23126,15
23127,10
23128,10
23129,21
23130,10
23131,11
23132,13
23133,19
23134,21
23135,20
23136,21
23137,12
23138,24
23139,14
23140,21
23141,10
23142,16
23143,10
23144,18
23145,19
23146,12
23147,15
23148,20
23149,13
23150,14
23151,20
23152,15
23153,16
23154,25
23155,16
23156,13
23157,17
23158,21
23159,11
23160,22
23161,11
23162,17
23163,21
23164,16
23165,25
23166,10
23167,16
23168,19
23169,13
23170,12
23171,11
23172,16
23173,18
23174,18
23175,12
23176,15
23177,11
23178,13
23179,20
23180,21
23181,17
23182,24
23183,19
23184,11
23185,14
23186,13
23187,21
23188,15
23189,15
23190,25
23191,18
23192,11
23193,25
23194,18
23195,12
23196,19
23197,15
23198,14
23199,12
23200,21
23201,15
23202,20
23203,25
23204,23
23205,10
23206,12
23207,14
23208,13
23209,15
23210,18
23211,18
23212,15
23213,20
23214,22
23215,10
23216,22
23217,19
23218,23
23219,13
23220,19
23221,21
23222,16
23223,14
23224,16
23225,15
23226,10
23227,22
23228,10
23229,20
23230,23
23231,11
23232,15
23233,19
23234,19
23235,12
23236,12
23237,20
23238,25
23239,18
23240,11
23241,19
23242,23
23243,22
23244,23
23245,19
23246,20
23247,17
23248,14
23249,21
23250,22
23251,21
23252,16
23253,10
23254,22
23255,25
23256,12
23257,15
23258,11
23259,11
23260,15
23261,23
23262,11
23263,19
23264,13
23265,14
23266,15
23267,23
23268,16
23269,21
23270,17
23271,22
23272,24
23273,17
23274,19
23275,24
23276,10
23277,23
23278,14
23279,21
23280,11
23281,19
23282,13
23283,17
23284,22
23285,16
23286,13
23287,25
23288,10
23289,15
23290,23
23291,16
23292,11
23293,17
23294,10
23295,12
23296,21
23297,24
23298,14
23299,17
23300,19
23301,10
23302,23
23303,21
23304,19
23305,14
23306,19
23307,25
23308,15
23309,12
23310,14
23311,24
23312,11
23313,17
23314,18
23315,18
23316,15
23317,14
23318,15
23319,20
23320,16
23321,16
23322,12
23323,21
23324,23
23325,20
23326,15
23327,16
23328,20
23329,21
23330,25
23331,18
23332,19
23333,14
23334,19
23335,23
23336,11
23337,17
23338,23
23339,23
23340,17
23341,17
23342,10
23343,23
23344,10
23345,17
23346,22
23347,24
23348,24
23349,13
23350,14
23351,17
23352,18
23353,15
23354,25
23355,25
23356,12
23357,23
23358,15
23359,18
23360,20
23361,15
23362,23
23363,24
23364,14
23365,13
23366,15
23367,14
23368,10
23369,11
23370,22
23371,13
23372,11
23373,12
23374,19
23375,20
23376,19
23377,21
23378,12
23379,21
23380,11
23381,16
23382,17
23383,20
23384,20
23385,16
23386,22
23387,17
23388,12
23389,12
23390,10
23391,12
23392,23
23393,16
23394,16
23395,24
23396,19
23397,11
23398,15
23399,11
23400,10
23401,12
23402,13
23403,14
23404,12
23405,15
23406,20
23407,13
23408,19
23409,19
23410,22
23411,22
23412,11
23413,21
23414,22
23415,13
23416,19
23417,19
23418,19
23419,25
23420,21
23421,25
23422,13
23423,15
23424,12
23425,22
23426,24
23427,13
23428,14
23429,11
23430,19
23431,22
23432,23
23433,19
23434,19
23435,10
23436,18
23437,23
23438,18
23439,12
23440,22
23441,13
23442,24
23443,14
23444,14
23445,24
23446,13
23447,12
23448,13
23449,20
23450,22
23451,15
23452,11
23453,25
23454,16
23455,25
23456,16
23457,14
23458,13
23459,25
23460,14
23461,10
23462,13
23463,19
23464,20
23465,15
23466,19
23467,12
23468,11
23469,24
23470,24
23471,21
23472,10
23473,13
23474,10
23475,10
23476,12
23477,25
23478,15
23479,25
23480,14
23481,14
23482,21
23483,22
23484,17
23485,18
23486,14
23487,16
23488,19
23489,25
23490,23
23491,21
23492,23
23493,17
23494,15
23495,19
23496,13
23497,18
23498,24
23499,11
23500,19
23501,18
23502,12
23503,15
23504,21
23505,19
23506,18
23507,16
23508,12
23509,23
23510,24
23511,22
23512,25
23513,23
23514,20
23515,19
23516,16
23517,14
23518,23
23519,16
23520,17
23521,16
23522,17
23523,16
23524,10
23525,14
23526,15
23527,20
23528,21
23529,21
23530,13
23531,21
23532,18
23533,16
23534,12
23535,24
23536,11
23537,23
23538,21
23539,20
23540,16
23541,12
23542,17
23543,11
23544,18
23545,16
23546,13
23547,17
23548,14
23549,24
23550,19
23551,10
23552,13
23553,14
23554,19
23555,19
23556,24
23557,15
23558,15
23559,16
23560,13
23561,19
23562,15
23563,16
23564,20
23565,19
23566,25
23567,17
23568,15
23569,14
23570,12
23571,20
23572,22
23573,21
23574,13
23575,11
23576,11
23577,18
23578,18
23579,22
23580,22
23581,23
23582,24
23583,13
23584,11
23585,25
23586,16
23587,21
23588,18
23589,14
23590,14
23591,11
23592,14
23593,13
23594,23
23595,24
23596,16
23597,16
23598,23
23599,14
23600,15
23601,25
23602,11
23603,19
23604,15
23605,22
23606,17
23607,19
23608,19
23609,25
23610,13
23611,12
23612,20
23613,11
23614,18
23615,13
23616,25
23617,13
23618,23
23619,22
23620,16
23621,22
23622,23
23623,13
23624,12
23625,10
23626,24
